pubchem_cid	concept_id	concept_name	total_labels	n_labels_ind	percent_labels_ind	occurs_min_ind	occurs_max_ind	occurs_mean_ind	occurs_mode_ind	occurs_sd_ind	occurs_iqr_ind	n_labels_se	percent_labels_se	occurs_min_se	occurs_max_se	occurs_mean_se	occurs_mode_se	occurs_sd_se	occurs_iqr_se	n_label_ratio	percent_label_ratio	concept_n_ind	concept_n_se	compound_n_ind	compound_n_se	prob_ind	prob_se	category_manual
2019	C0035412	rhabdomyosarcoma	4	4	1	1	2	1.5	1	0.577350269189626	1	2	0.5	2	2	2	2	0	0	2	2	8	1	46	66	0.944273500050193	0.0557264999498068	
2019	C0038362	stomatitis	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	1	238	46	66	0.603106861962013	0.396893138037987	
2019	C0038367	ulcerative stomatitis	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	1	44	46	66	0.670566877251437	0.329433122748563	
2019	C0040034	thrombocytopenia	4	1	0.25	1	1	1	1		0	3	0.75	1	1	1	1	0	0	0.333333333333333	0.333333333333333	21	466	46	66	0.591807601539144	0.408192398460856	
2019	C0041582	ulcer	4	2	0.5	1	1	1	1	0	0	4	1	2	2	2	2	0	0	0.5	0.5	56	313	46	66	0.650252227281829	0.349747772718171	
2019	C0041834	erythema	4	1	0.25	2	2	2	2		0	4	1	1	2	1.5	1	0.577350269189626	1	0.25	0.25	21	449	46	66	0.588504019681667	0.411495980318333	
2019	C0042963	vomiting	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	39	814	46	66	0.421528852509149	0.578471147490851	
2019	C0151686	growth suppression	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	3	14	46	66	0.68182715385609	0.31817284614391	
2019	C0151785	mucous membrane	4	1	0.25	1	1	1	1		0	2	0.5	1	1	1	1	0	0	0.5	0.5	2	33	46	66	0.768525669161389	0.231474330838611	
2019	C0153594	testicular cancer	4	3	0.75	1	2	1.33333333333333	1	0.577350269189626	0.5	2	0.5	2	2	2	2	0	0	1.5	1.5	8	1	46	66	0.929158145122774	0.0708418548772258	
2019	C0231218	malaise	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	2	354	46	66	0.559889385877343	0.440110614122657	
2019	C0231528	myalgia	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	11	415	46	66	0.545152941271649	0.454847058728351	
2019	C0237849	desquamation	4	1	0.25	1	1	1	1		0	2	0.5	1	1	1	1	0	0	0.5	0.5	13	87	46	66	0.762391609836717	0.237608390163283	
2019	C0333355	mucositis	4	1	0.25	1	1	1	1		0	2	0.5	1	1	1	1	0	0	0.5	0.5	2	50	46	66	0.764223329755489	0.235776670244511	
2019	C0677850	adjunctive treatment	4	2	0.5	1	1	1	1	0	0	2	0.5	1	1	1	1	0	0	1	1	23	17	46	66	0.83611558614647	0.163884413853531	
2019	C0858867	reticulocytopenia	4	1	0.25	1	1	1	1		0	2	0.5	1	1	1	1	0	0	0.5	0.5	1	1	46	66	0.775674251617282	0.224325748382718	
2019	C1135868	gestational trophoblastic neoplasia	4	3	0.75	1	1	1	1	0	0	2	0.5	1	1	1	1	0	0	1.5	1.5	6	1	46	66	0.869016553957527	0.130983446042473	
2019	C1142499	Gastrointestinal Toxicity	4	1	0.25	1	1	1	1		0	2	0.5	1	1	1	1	0	0	0.5	0.5	1	9	46	66	0.773746045539637	0.226253954460363	
2019	C1261473	sarcoma	4	4	1	1	1	1	1	0	0	2	0.5	2	2	2	2	0	0	2	2	19	15	46	66	0.873458756701	0.126541243299	
2022	C0008049	Chickenpox	50	48	0.96	2	3	2.70833333333333	3	0.459339643185104	1	44	0.88	2	2	2	2	0	0	1.09090909090909	1.09090909090909	3	11	22	115	0.943878393676144	0.0561216063238557	
2022	C0015967	fever	50	11	0.22	1	1	1	1	0	0	48	0.96	1	1	1	1	0	0	0.229166666666667	0.229166666666667	66	593	22	115	0.334847081892697	0.665152918107303	
2022	C0019340	herpes	50	50	1	1	2	1.78	2	0.41845195759648	0	44	0.88	2	2	2	2	0	0	1.13636363636364	1.13636363636364	18	146	22	115	0.900334080272127	0.0996659197278729	
2022	C0019342	genital herpes	50	48	0.96	1	3	2	2	0.206284249251759	0	44	0.88	1	2	1.22727272727273	1	0.423915105785721	0	1.09090909090909	1.09090909090909	3	4	22	115	0.888885406304132	0.111114593695868	
2022	C0019348	herpes simplex	50	5	0.1	2	4	3.6	4	0.894427190999916	0	43	0.86	1	1	1	1	0	0	0.116279069767442	0.116279069767442	9	111	22	115	0.846215743326692	0.153784256673308	
2022	C0019360	herpes zoster	50	48	0.96	3	5	4.39583333333333	5	0.916505466161302	2	44	0.88	4	5	4.97727272727273	5	0.150755672288882	0	1.09090909090909	1.09090909090909	12	83	22	115	0.684480395934228	0.315519604065772	
2022	C0030193	pain	50	11	0.22	1	1	1	1	0	0	48	0.96	1	1	1	1	0	0	0.229166666666667	0.229166666666667	106	785	22	115	0.321336281686236	0.678663718313764	
2082	C0013502	hydatid disease	2	2	1	2	2	2	2	0	0	2	1	3	3	3	3	0	0	1	1	1	1	8	39	0.887736288675314	0.112263711324686	
2082	C0338437	neurocysticercosis	2	2	1	2	2	2	2	0	0	2	1	2	2	2	2	0	0	1	1	1	1	8	39	0.939241445046259	0.0607585549537409	
2083	C0004096	asthma	56	23	0.410714285714286	1	2	1.8695652173913	2	0.344350221575091	0	26	0.464285714285714	1	3	1.23076923076923	1	0.514407799916938	0	0.884615384615385	0.884615384615385	40	225	9	146	0.787781579983292	0.212218420016708	
2083	C0006266	bronchospasm	56	55	0.982142857142857	1	2	1.05454545454545	1	0.229183883650776	0	52	0.928571428571429	1	2	1.21153846153846	1	0.412383719156125	0	1.05769230769231	1.05769230769231	27	202	9	146	0.768238108921579	0.231761891078421	
2083	C0006277	bronchitis	56	20	0.357142857142857	1	1	1	1	0	0	14	0.25	1	2	1.5	1	0.518874521662771	1	1.42857142857143	1.42857142857143	36	239	9	146	0.569739660810392	0.430260339189608	
2083	C0015458	HFA	56	14	0.25	1	1	1	1	0	0	12	0.214285714285714	1	2	1.08333333333333	1	0.288675134594813	0	1.16666666666667	1.16666666666667	5	5	9	146	0.736951364595198	0.263048635404802	
