pubchem_cid	concept_id	concept_name	total_labels	n_labels_ind	percent_labels_ind	occurs_min_ind	occurs_max_ind	occurs_mean_ind	occurs_mode_ind	occurs_sd_ind	occurs_iqr_ind	n_labels_se	percent_labels_se	occurs_min_se	occurs_max_se	occurs_mean_se	occurs_mode_se	occurs_sd_se	occurs_iqr_se	n_label_ratio	percent_label_ratio	concept_n_ind	concept_n_se	compound_n_ind	compound_n_se	prob_ind	prob_se	category_manual
271	C0033774	pruritus	18	3	0.166666666666667	1	1	1	1	0	0	8	0.444444444444444	1	1	1	1	0	0	0.375	0.375	36	701	39	33	0.42113606914189	0.57886393085811	
312	C0019080	hemorrhage	2	1	0.5	1	1	1	1		0	1	0.5	1	1	1	1		0	1	1	44	443	27	14	0.771145007312051	0.228854992687949	
312	C0041582	ulcer	2	1	0.5	1	1	1	1		0	1	0.5	1	1	1	1		0	1	1	56	313	27	14	0.817380366851476	0.182619633148524	
338	C0011991	diarrhea	38	2	0.0526315789473684	1	1	1	1	0	0	1	0.0263157894736842	1	1	1	1		0	2	2	23	714	35	40	0.516901678640602	0.483098321359398	
338	C0013395	dyspepsia	38	2	0.0526315789473684	1	1	1	1	0	0	1	0.0263157894736842	1	1	1	1		0	2	2	9	448	35	40	0.639227132741313	0.360772867258687	
338	C0018834	heartburn	38	2	0.0526315789473684	1	1	1	1	0	0	1	0.0263157894736842	1	1	1	1		0	2	2	14	64	35	40	0.788867512853902	0.211132487146098	
338	C0027497	nausea	38	2	0.0526315789473684	1	1	1	1	0	0	1	0.0263157894736842	1	1	1	1		0	2	2	48	885	35	40	0.448362368884417	0.551637631115583	
338	C0030193	pain	38	1	0.0263157894736842	1	1	1	1		0	1	0.0263157894736842	1	1	1	1		0	1	1	106	785	35	40	0.510321058576567	0.489678941423433	
338	C0043037	warts	38	10	0.263157894736842	1	2	1.1	1	0.316227766016838	0	1	0.0263157894736842	1	1	1	1		0	10	10	3	16	35	40	0.917958448285156	0.0820415517148443	
338	C0235309	stomach discomfort	38	2	0.0526315789473684	1	1	1	1	0	0	1	0.0263157894736842	1	1	1	1		0	2	2	6	50	35	40	0.790718865857493	0.209281134142507	
338	C0237849	desquamation	38	5	0.131578947368421	1	1	1	1	0	0	15	0.394736842105263	1	1	1	1	0	0	0.333333333333333	0.333333333333333	13	87	35	40	0.650034413954781	0.349965586045219	
338	C0700361	upset	38	2	0.0526315789473684	1	1	1	1	0	0	1	0.0263157894736842	1	1	1	1		0	2	2	6	36	35	40	0.794776908852652	0.205223091147348	side_effect
444	C0004936	Psychiatric Disorders	82	13	0.158536585365854	1	1	1	1	0	0	11	0.134146341463415	1	1	1	1	0	0	1.18181818181818	1.18181818181818	20	192	25	484	0.385257416247826	0.614742583752174	
444	C0011581	depressive disorder	82	69	0.841463414634146	1	3	1.26086956521739	1	0.504455848736843	0	15	0.182926829268293	1	2	1.13333333333333	1	0.351865775274498	0	4.6	4.6	24	19	25	484	0.864432760209137	0.135567239790863	
444	C0015672	fatigue	82	46	0.560975609756098	1	1	1	1	0	0	17	0.207317073170732	1	1	1	1	0	0	2.70588235294118	2.70588235294118	20	478	25	484	0.479044522705935	0.520955477294065	
444	C0036572	seizures	82	22	0.268292682926829	1	1	1	1	0	0	33	0.402439024390244	1	2	1.39393939393939	1	0.496197663448873	1	0.666666666666667	0.666666666666667	36	243	25	484	0.0989395156862312	0.901060484313769	
444	C0038661	suicide	82	46	0.560975609756098	1	1	1	1	0	0	52	0.634146341463415	1	2	1.03846153846154	1	0.194183909345154	0	0.884615384615385	0.884615384615385	15	77	25	484	0.263968994858102	0.736031005141898	
444	C0038663	suicide attempt	82	45	0.548780487804878	1	1	1	1	0	0	51	0.621951219512195	1	1	1	1	0	0	0.882352941176471	0.882352941176471	13	52	25	484	0.352325593898052	0.647674406101948	
444	C0085159	Seasonal Affective Disorder	82	11	0.134146341463415	3	3	3	3	0	0	10	0.121951219512195	1	2	1.2	1	0.421637021355784	0	1.1	1.1	1	1	25	484	0.733958249373152	0.266041750626848	
444	C0085631	agitation	82	66	0.804878048780488	1	2	1.96969696969697	2	0.172733406835012	0	65	0.792682926829268	2	6	2.75384615384615	3	0.750640751932333	1	1.01538461538462	1.01538461538462	31	328	25	484	0.414397161626746	0.585602838373254	
444	C0221423	sickness	82	3	0.0365853658536585	1	1	1	1	0	0	64	0.780487804878049	1	2	1.03125	1	0.17536809360305	0	0.046875	0.046875	50	149	25	484	0.0425455781074002	0.9574544218926	
444	C0233477	dysphoria	82	20	0.24390243902439	1	1	1	1	0	0	59	0.719512195121951	1	1	1	1	0	0	0.338983050847458	0.338983050847458	14	35	25	484	0.143377761101339	0.856622238898661	
444	C0235198	impaired concentration	82	66	0.804878048780488	1	1	1	1	0	0	11	0.134146341463415	1	1	1	1	0	0	6	6	15	63	25	484	0.797127603718151	0.202872396281849	
444	C0344315	depressed mood	82	46	0.560975609756098	1	1	1	1	0	0	2	0.024390243902439	1	1	1	1	0	0	23	23	16	22	25	484	0.807981723886074	0.192018276113926	
444	C0424000	suicidal ideation	82	64	0.780487804878049	1	1	1	1	0	0	60	0.731707317073171	1	1	1	1	0	0	1.06666666666667	1.06666666666667	14	48	25	484	0.444383716707968	0.555616283292032	
444	C0525045	mood disorders	82	11	0.134146341463415	2	2	2	2	0	0	8	0.0975609756097561	1	1	1	1	0	0	1.375	1.375	6	11	25	484	0.693604005855162	0.306395994144838	
444	C0917799	hypersomnia	82	46	0.560975609756098	1	1	1	1	0	0	2	0.024390243902439	1	1	1	1	0	0	23	23	14	23	25	484	0.807547427981922	0.192452572018078	
444	C0917801	insomnia	82	46	0.560975609756098	1	1	1	1	0	0	66	0.804878048780488	1	2	1.77272727272727	2	0.422281515486622	0	0.696969696969697	0.696969696969697	28	523	25	484	0.0826673676719132	0.917332632328087	
444	C1269683	major depressive disorder	82	72	0.878048780487805	1	3	2.23611111111111	2	0.59322597541154	1	15	0.182926829268293	1	4	1.4	1	1.0555973258235	0	4.8	4.8	19	15	25	484	0.894097004539141	0.105902995460859	
564	C0040034	thrombocytopenia	8	4	0.5	1	1	1	1	0	0	8	1	1	1	1	1	0	0	0.5	0.5	21	466	16	52	0.610586505489958	0.389413494510042	
612	C0020757	skin changes	12	10	0.833333333333333	1	1	1	1	0	0	10	0.833333333333333	1	1	1	1	0	0	1	1	3	22	7	13	0.898745359409048	0.101254640590952	
612	C0033774	pruritus	12	7	0.583333333333333	1	2	1.28571428571429	1	0.487950036474267	0.5	5	0.416666666666667	1	1	1	1	0	0	1.4	1.4	36	701	7	13	0.882962872585628	0.117037127414372	
612	C0079584	ichthyosis vulgaris	12	10	0.833333333333333	1	1	1	1	0	0	5	0.416666666666667	1	1	1	1	0	0	2	2	1	1	7	13	0.941808749779682	0.0581912502203181	
612	C0151908	dry skin	12	2	0.166666666666667	1	1	1	1	0	0	5	0.416666666666667	1	1	1	1	0	0	0.4	0.4	2	177	7	13	0.794617000901227	0.205382999098773	
612	C0259817	xerosis	12	12	1	1	1	1	1	0	0	9	0.75	1	1	1	1	0	0	1.33333333333333	1.33333333333333	2	5	7	13	0.929715813857236	0.070284186142764	indication
679	C0010692	cystitis	1	1	1	1	1	1	1		0	1	1	1	1	1	1		0	1	1	25	133	4	3	0.910156085063566	0.0898439149364336	
681	C0020649	hypotension	7	7	1	2	2	2	2	0	0	7	1	1	1	1	1	0	0	1	1	31	522	17	26	0.896250717690501	0.103749282309499	
702	C0030193	pain	3	2	0.666666666666667	1	1	1	1	0	0	2	0.666666666666667	1	1	1	1	0	0	1	1	106	785	19	13	0.716644028273475	0.283355971726525	
702	C0522224	paralysis	3	2	0.666666666666667	1	1	1	1	0	0	2	0.666666666666667	2	2	2	2	0	0	1	1	9	129	19	13	0.843165195994335	0.156834804005665	
772	C0001792	geriatric	16	3	0.1875	1	1	1	1	0	0	2	0.125	1	2	1.5	2	0.707106781186548	0.5	1.5	1.5	65	25	24	121	0.649593140666412	0.350406859333588	
772	C0002962	angina	16	13	0.8125	1	2	1.46153846153846	1	0.518874521662771	1	14	0.875	1	2	1.64285714285714	2	0.497245158098847	1	0.928571428571429	0.928571428571429	32	238	24	121	0.857641351543365	0.142358648456635	
772	C0002965	unstable angina	16	13	0.8125	1	2	1.46153846153846	1	0.518874521662771	1	14	0.875	1	2	1.64285714285714	2	0.497245158098847	1	0.928571428571429	0.928571428571429	13	23	24	121	0.885669196651376	0.114330803348624	
772	C0013922	embolism	16	15	0.9375	1	1	1	1	0	0	14	0.875	1	2	1.5	2	0.518874521662771	1	1.07142857142857	1.07142857142857	14	113	24	121	0.655508011270735	0.344491988729265	
772	C0018801	heart failure	16	4	0.25	2	2	2	2	0	0	10	0.625	1	1	1	1	0	0	0.4	0.4	53	270	24	121	0.816942285204488	0.183057714795512	
772	C0021308	infarction	16	13	0.8125	1	2	1.69230769230769	2	0.480384461415261	1	14	0.875	2	3	2.07142857142857	2	0.267261241912424	0	0.928571428571429	0.928571428571429	56	276	24	121	0.901885094939822	0.0981149050601777	
772	C0027051	myocardial infarction	16	13	0.8125	1	2	1.69230769230769	2	0.480384461415261	1	14	0.875	1	2	1.85714285714286	2	0.363136519601281	0	0.928571428571429	0.928571428571429	51	256	24	121	0.914653819107257	0.0853461808927433	
772	C0034065	pulmonary embolism	16	15	0.9375	1	1	1	1	0	0	14	0.875	1	2	1.5	2	0.518874521662771	1	1.07142857142857	1.07142857142857	11	127	24	121	0.645953586395754	0.354046413604246	
772	C0036974	shock	16	4	0.25	1	1	1	1	0	0	1	0.0625	1	1	1	1		0	4	4	18	228	24	121	0.810727802400917	0.189272197599083	
772	C0040053	thrombosis	16	15	0.9375	1	2	1.46666666666667	1	0.516397779494322	1	15	0.9375	1	2	1.93333333333333	2	0.258198889747161	0	1	1	18	162	24	121	0.902876464851702	0.097123535148298	
772	C0042487	venous thrombosis	16	15	0.9375	1	2	1.46666666666667	1	0.516397779494322	1	14	0.875	1	2	1.78571428571429	2	0.42581531362632	0	1.07142857142857	1.07142857142857	10	88	24	121	0.908418819998886	0.0915811800011137	
772	C0149871	deep vein thrombosis	16	15	0.9375	1	3	2.2	3	0.861891607371335	1.5	14	0.875	2	3	2.5	3	0.518874521662771	1	1.07142857142857	1.07142857142857	9	61	24	121	0.938422835708055	0.0615771642919452	
772	C0198482	abdominal surgery	16	8	0.5	1	1	1	1	0	0	15	0.9375	1	3	1.53333333333333	1	0.639940473422184	1	0.533333333333333	0.533333333333333	5	5	24	121	0.329747109719964	0.670252890280036	
772	C0221423	sickness	16	9	0.5625	1	1	1	1	0	0	14	0.875	1	2	1.78571428571429	2	0.42581531362632	0	0.642857142857143	0.642857142857143	50	149	24	121	0.564939284360289	0.435060715639711	
772	C1306577	death	16	7	0.4375	1	1	1	1	0	0	2	0.125	1	2	1.5	2	0.707106781186548	0.5	3.5	3.5	68	246	24	121	0.667384590529289	0.332615409470711	
772	C1536220	STEMI	16	9	0.5625	1	1	1	1	0	0	1	0.0625	1	1	1	1		0	9	9	4	2	24	121	0.91873062468819	0.0812693753118099	
774	C0020517	hypersensitivity	1	1	1	1	1	1	1		0	1	1	1	1	1	1		0	1	1	53	668	4	18	0.804173430404456	0.195826569595544	
807	C0020550	hyperthyroidism	7	1	0.142857142857143	1	1	1	1		0	1	0.142857142857143	1	1	1	1		0	1	1	7	35	4	181	0.836412260326436	0.163587739673564	
888	C0013537	eclampsia	11	8	0.727272727272727	1	1	1	1	0	0	7	0.636363636363636	1	1	1	1	0	0	1.14285714285714	1.14285714285714	7	4	14	16	0.903068879401783	0.0969311205982171	
888	C0020598	hypocalcemia	11	6	0.545454545454545	1	1	1	1	0	0	7	0.636363636363636	1	1	1	1	0	0	0.857142857142857	0.857142857142857	6	91	14	16	0.855220390315542	0.144779609684458	
888	C0039621	tetany	11	6	0.545454545454545	1	2	1.33333333333333	1	0.516397779494322	0.75	7	0.636363636363636	1	1	1	1	0	0	0.857142857142857	0.857142857142857	3	20	14	16	0.937512903639637	0.0624870963603632	
937	C0015663	fasting	14	7	0.5	1	1	1	1	0	0	12	0.857142857142857	1	1	1	1	0	0	0.583333333333333	0.583333333333333	8	34	25	143	0.714177441219709	0.285822558780291	
937	C0030193	pain	14	7	0.5	1	1	1	1	0	0	10	0.714285714285714	1	2	1.3	1	0.483045891539648	0.75	0.7	0.7	106	785	25	143	0.264253385994424	0.735746614005576	
937	C0042373	vascular disease	14	14	1	1	1	1	1	0	0	3	0.214285714285714	1	1	1	1	0	0	4.66666666666667	4.66666666666667	29	201	25	143	0.926782523437688	0.0732174765623116	
1130	C0027497	nausea	1	1	1	1	1	1	1		0	1	1	1	1	1	1		0	1	1	48	885	12	20	0.701875417007428	0.298124582992572	
1130	C0344329	collapse	1	1	1	1	1	1	1		0	1	1	1	1	1	1		0	1	1	4	77	12	20	0.898555182144968	0.101444817855032	
1978	C0002962	angina	13	8	0.615384615384615	2	4	2.75	2	1.03509833901353	2	13	1	2	4	2.76923076923077	2	1.01273936708367	2	0.615384615384615	0.615384615384615	32	238	8	116	0.871620858274064	0.128379141725936	
1978	C0003811	arrhythmia	13	5	0.384615384615385	1	1	1	1	0	0	13	1	1	2	1.38461538461538	1	0.506369683541833	1	0.384615384615385	0.384615384615385	27	337	8	116	0.303416285099328	0.696583714900672	
1978	C0020538	hypertension	13	13	1	1	2	1.61538461538462	2	0.506369683541833	1	13	1	1	2	1.38461538461538	1	0.506369683541833	1	1	1	114	469	8	116	0.906844768557136	0.0931552314428639	
1978	C0857121	hypertensive	13	8	0.615384615384615	1	1	1	1	0	0	5	0.384615384615385	1	1	1	1	0	0	1.6	1.6	19	69	8	116	0.897829299020819	0.102170700979181	
1983	C0015967	fever	8	8	1	1	1	1	1	0	0	1	0.125	3	3	3	3		0	8	8	66	593	14	56	0.818911055874484	0.181088944125516	
1983	C0018681	headache	8	7	0.875	1	1	1	1	0	0	1	0.125	2	2	2	2		0	7	7	34	818	14	56	0.802675981673138	0.197324018326862	
1983	C0030193	pain	8	8	1	1	2	1.375	1	0.517549169506766	1	1	0.125	1	1	1	1		0	8	8	106	785	14	56	0.937344122580816	0.062655877419184	
2019	C0000737	abdominal pain	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	10	564	46	66	0.340902269005332	0.659097730994668	
2019	C0001824	agranulocytosis	4	1	0.25	1	1	1	1		0	3	0.75	1	1	1	1	0	0	0.333333333333333	0.333333333333333	17	244	46	66	0.575607234146931	0.424392765853069	
2019	C0002871	anemia	4	1	0.25	1	1	1	1		0	3	0.75	1	2	1.33333333333333	1	0.577350269189626	0.5	0.333333333333333	0.333333333333333	33	502	46	66	0.218162733628173	0.781837266371827	side_effect
2019	C0002874	aplastic anemia	4	1	0.25	1	1	1	1		0	3	0.75	1	1	1	1	0	0	0.333333333333333	0.333333333333333	5	133	46	66	0.620345576223287	0.379654423776713	
2019	C0003123	anorexia	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	10	470	46	66	0.382865648792079	0.617134351207921	
2019	C0003962	ascites	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	5	42	46	66	0.585307663162075	0.414692336837925	
2019	C0006826	cancer	4	3	0.75	1	3	2	2	1	1	2	0.5	4	4	4	4	0	0	1.5	1.5	120	153	46	66	0.839165816738602	0.160834183261398	
2019	C0007971	cheilitis	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	1	29	46	66	0.588666787984413	0.411333212015587	
2019	C0011168	dysphagia	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	5	207	46	66	0.506818429647368	0.493181570352632	
2019	C0011991	diarrhea	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	23	714	46	66	0.288356884741456	0.711643115258544	
2019	C0014868	esophagitis	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	14	148	46	66	0.541503570206325	0.458496429793675	
2019	C0015672	fatigue	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	20	478	46	66	0.385683695270263	0.614316304729737	
2019	C0015967	fever	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	66	593	46	66	0.369647866666976	0.630352133333024	
2019	C0019158	hepatitis	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	12	297	46	66	0.467267767429106	0.532732232570894	
2019	C0019209	hepatomegaly	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	2	73	46	66	0.569096359191699	0.430903640808301	
2019	C0020598	hypocalcemia	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	6	91	46	66	0.563270222931015	0.436729777068985	
2019	C0021311	infection	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	190	539	46	66	0.524868938219553	0.475131061780447	
2019	C0023380	lethargy	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	1	145	46	66	0.534326271743989	0.465673728256011	
2019	C0023530	leukopenia	4	1	0.25	1	1	1	1		0	3	0.75	1	1	1	1	0	0	0.333333333333333	0.333333333333333	4	400	46	66	0.489844148046063	0.510155851953937	
2019	C0027438	nasopharynx	4	1	0.25	1	1	1	1		0	2	0.5	1	1	1	1	0	0	0.5	0.5	15	4	46	66	0.746309402755228	0.253690597244772	
2019	C0027497	nausea	4	1	0.25	2	2	2	2		0	4	1	2	2	2	2	0	0	0.25	0.25	48	885	46	66	0.531001171086718	0.468998828913282	
2019	C0027498	nausea and vomiting	4	1	0.25	1	1	1	1		0	4	1	2	2	2	2	0	0	0.25	0.25	23	199	46	66	0.493875050682978	0.506124949317022	
2019	C0027651	tumor	4	4	1	1	2	1.75	2	0.5	0.25	2	0.5	2	2	2	2	0	0	2	2	83	175	46	66	0.960491188854254	0.0395088111457463	
2019	C0030193	pain	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	106	785	46	66	0.330212993893109	0.669787006106891	
2019	C0032285	pneumonia	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	83	288	46	66	0.527905644487299	0.472094355512701	
2019	C0033246	proctitis	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	4	23	46	66	0.593278179011697	0.406721820988303	
2019	C0034525	radiation effect	4	1	0.25	1	1	1	1		0	2	0.5	1	1	1	1	0	0	0.5	0.5	1	1	46	66	0.740823362024527	0.259176637975473	
2019	C0035412	rhabdomyosarcoma	4	4	1	1	2	1.5	1	0.577350269189626	1	2	0.5	2	2	2	2	0	0	2	2	8	1	46	66	0.950752545739226	0.049247454260774	
2019	C0038362	stomatitis	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	1	238	46	66	0.489019773753566	0.510980226246434	
2019	C0038367	ulcerative stomatitis	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	1	44	46	66	0.581840617728157	0.418159382271843	
2019	C0040034	thrombocytopenia	4	1	0.25	1	1	1	1		0	3	0.75	1	1	1	1	0	0	0.333333333333333	0.333333333333333	21	466	46	66	0.467885558151094	0.532114441848906	
2019	C0041582	ulcer	4	2	0.5	1	1	1	1	0	0	4	1	2	2	2	2	0	0	0.5	0.5	56	313	46	66	0.5733215422042	0.4266784577958	
2019	C0041834	erythema	4	1	0.25	2	2	2	2		0	4	1	1	2	1.5	1	0.577350269189626	1	0.25	0.25	21	449	46	66	0.494107366284201	0.505892633715799	
2019	C0042963	vomiting	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	39	814	46	66	0.263009003745857	0.736990996254143	
2019	C0151686	growth suppression	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	3	14	46	66	0.596683574501147	0.403316425498853	
2019	C0151785	mucous membrane	4	1	0.25	1	1	1	1		0	2	0.5	1	1	1	1	0	0	0.5	0.5	2	33	46	66	0.730009406870199	0.269990593129801	
2019	C0153594	testicular cancer	4	3	0.75	1	2	1.33333333333333	1	0.577350269189626	0.5	2	0.5	2	2	2	2	0	0	1.5	1.5	8	1	46	66	0.934213601258982	0.0657863987410177	
2019	C0231218	malaise	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	2	354	46	66	0.432889696719655	0.567110303280345	
2019	C0231528	myalgia	4	1	0.25	1	1	1	1		0	4	1	1	1	1	1	0	0	0.25	0.25	11	415	46	66	0.409305894334622	0.590694105665378	
2019	C0237849	desquamation	4	1	0.25	1	1	1	1		0	2	0.5	1	1	1	1	0	0	0.5	0.5	13	87	46	66	0.715361102274795	0.284638897725205	
2019	C0333355	mucositis	4	1	0.25	1	1	1	1		0	2	0.5	1	1	1	1	0	0	0.5	0.5	2	50	46	66	0.723811276453186	0.276188723546814	
2019	C0677850	adjunctive treatment	4	2	0.5	1	1	1	1	0	0	2	0.5	1	1	1	1	0	0	1	1	23	17	46	66	0.816541841781549	0.183458158218451	
2019	C0858867	reticulocytopenia	4	1	0.25	1	1	1	1		0	2	0.5	1	1	1	1	0	0	0.5	0.5	1	1	46	66	0.740823362024527	0.259176637975473	
2019	C1135868	gestational trophoblastic neoplasia	4	3	0.75	1	1	1	1	0	0	2	0.5	1	1	1	1	0	0	1.5	1.5	6	1	46	66	0.867228398535339	0.132771601464661	
2019	C1142499	Gastrointestinal Toxicity	4	1	0.25	1	1	1	1		0	2	0.5	1	1	1	1	0	0	0.5	0.5	1	9	46	66	0.738045599210031	0.261954400789969	
2019	C1261473	sarcoma	4	4	1	1	1	1	1	0	0	2	0.5	2	2	2	2	0	0	2	2	19	15	46	66	0.889891706339031	0.110108293660969	
2022	C0008049	Chickenpox	50	48	0.96	2	3	2.70833333333333	3	0.459339643185104	1	44	0.88	2	2	2	2	0	0	1.09090909090909	1.09090909090909	3	11	22	115	0.948582071736413	0.0514179282635867	
2022	C0015967	fever	50	11	0.22	1	1	1	1	0	0	48	0.96	1	1	1	1	0	0	0.229166666666667	0.229166666666667	66	593	22	115	0.165523654445616	0.834476345554384	
2022	C0019340	herpes	50	50	1	1	2	1.78	2	0.41845195759648	0	44	0.88	2	2	2	2	0	0	1.13636363636364	1.13636363636364	18	146	22	115	0.896626618806667	0.103373381193333	
2022	C0019342	genital herpes	50	48	0.96	1	3	2	2	0.206284249251759	0	44	0.88	1	2	1.22727272727273	1	0.423915105785721	0	1.09090909090909	1.09090909090909	3	4	22	115	0.882277162142801	0.117722837857199	
2022	C0019348	herpes simplex	50	5	0.1	2	4	3.6	4	0.894427190999916	0	43	0.86	1	1	1	1	0	0	0.116279069767442	0.116279069767442	9	111	22	115	0.82650196983632	0.17349803016368	
2022	C0019360	herpes zoster	50	48	0.96	3	5	4.39583333333333	5	0.916505466161302	2	44	0.88	4	5	4.97727272727273	5	0.150755672288882	0	1.09090909090909	1.09090909090909	12	83	22	115	0.664688603359604	0.335311396640396	
2022	C0030193	pain	50	11	0.22	1	1	1	1	0	0	48	0.96	1	1	1	1	0	0	0.229166666666667	0.229166666666667	106	785	22	115	0.149204456594204	0.850795543405796	
2082	C0013502	hydatid disease	2	2	1	2	2	2	2	0	0	2	1	3	3	3	3	0	0	1	1	1	1	8	39	0.899069752932984	0.100930247067016	
2082	C0338437	neurocysticercosis	2	2	1	2	2	2	2	0	0	2	1	2	2	2	2	0	0	1	1	1	1	8	39	0.945707951928959	0.0542920480710413	
2083	C0004096	asthma	56	23	0.410714285714286	1	2	1.8695652173913	2	0.344350221575091	0	26	0.464285714285714	1	3	1.23076923076923	1	0.514407799916938	0	0.884615384615385	0.884615384615385	40	225	9	146	0.739398637311616	0.260601362688384	
2083	C0006266	bronchospasm	56	55	0.982142857142857	1	2	1.05454545454545	1	0.229183883650776	0	52	0.928571428571429	1	2	1.21153846153846	1	0.412383719156125	0	1.05769230769231	1.05769230769231	27	202	9	146	0.715880357592475	0.284119642407525	
2083	C0006277	bronchitis	56	20	0.357142857142857	1	1	1	1	0	0	14	0.25	1	2	1.5	1	0.518874521662771	1	1.42857142857143	1.42857142857143	36	239	9	146	0.497200787204367	0.502799212795633	
2083	C0015458	HFA	56	14	0.25	1	1	1	1	0	0	12	0.214285714285714	1	2	1.08333333333333	1	0.288675134594813	0	1.16666666666667	1.16666666666667	5	5	9	146	0.70077581850526	0.29922418149474	
